reaction,name,schemaClass,module
R-HSA-8948180,Peroxynitrite oxidizes Cys residues,Reaction,Immune System
R-HSA-6789114,Hydroxyl radical reacts with the base and sugar moiety of DNA,Reaction,Immune System
R-HSA-1222512,Nitric oxide oxidizes to nitrosyl ion,Reaction,Immune System
R-HSA-1222384,Glutathione scavenges nitrosyl,Reaction,Immune System
R-HSA-6804035,N2O3 diffuses to phagosome,BlackBoxEvent,Immune System
R-HSA-8942052,Superoxide and nitric oxide react to peroxynitrite in the phagosome,Reaction,Immune System
R-HSA-6803978,S-nitrosylation of cysteine residues in proteins by N2O3,Reaction,Immune System
R-HSA-6803988,N2O3 enters bacteria,BlackBoxEvent,Immune System
R-HSA-8942075,Peroxynitrite and carbon dioxide react to nitrosoperoxycarbonate,Reaction,Immune System
R-HSA-6803999,HNO2 produces N2O3,Reaction,Immune System
R-HSA-6803998,Nitrite ion and HNO2 form a conjugated acid-base pair,Reaction,Immune System
R-HSA-983148,Interaction of Erp57 with MHC class I HC,Reaction,Immune System
R-HSA-983145,Binding of newly synthesized MHC class I heavy chain (HC) with calnexin,Reaction,Immune System
R-HSA-8951499,Loading of antigenic peptides on to class I MHC,Reaction,Immune System
R-HSA-983158,Trimming of peptides in ER,BlackBoxEvent,Immune System
R-HSA-983144,Transport of Antigen peptide in to ER,Reaction,Immune System
R-HSA-983150,Proteasomal cleavage of substrate,BlackBoxEvent,Immune System
R-HSA-983147,Release of E3 from polyubiquitinated substrate,Reaction,Immune System
R-HSA-983156,Polyubiquitination of substrate,BlackBoxEvent,Immune System
R-HSA-983140,Transfer of Ub from E2 to substrate and release of E2,Reaction,Immune System
R-HSA-983157,Interaction of E3 with substrate and E2-Ub complex,Reaction,Immune System
R-HSA-983152,Transfer of ubiquitin from E1 to E2,Reaction,Immune System
R-HSA-983153,E1 mediated ubiquitin activation,Reaction,Immune System
R-HSA-983162,Trimming of N-ter extended precursor fragments by cytosolic aminopeptidases,BlackBoxEvent,Immune System
R-HSA-983142,Formation of peptide loading complex (PLC),Reaction,Immune System
R-HSA-983146,Interaction of beta-2-microglobulin (B2M) chain with  class I HC,Reaction,Immune System
R-HSA-203979,Coat Assembly,Reaction,Immune System
R-HSA-983427,Expression of peptide bound class I MHC on cell surface,BlackBoxEvent,Immune System
R-HSA-983421,Journey of cargo through Golgi complex,BlackBoxEvent,Immune System
R-HSA-983422,Disassembly of COPII coated vesicle,Reaction,Immune System
R-HSA-983424,Budding of COPII coated vesicle,Reaction,Immune System
R-HSA-983425,Recruitment of Sec31p:Sec13p to prebudding complex and formation of COPII vesicle,Reaction,Immune System
R-HSA-983426,Capturing cargo and formation of prebudding complex,Reaction,Immune System
R-HSA-983138,Transport of MHC heterotrimer to ER exit site,Reaction,Immune System
R-HSA-983161,Dissociation of the Antigenic peptide:MHC:B2M peptide loading complex,Reaction,Immune System
R-HSA-1236970,Proteasomal clevage of exogenous antigen,BlackBoxEvent,Immune System
R-HSA-1236968,Egress of internalized antigen into cytosol from early endosome,BlackBoxEvent,Immune System
R-HSA-1236940,Exogenous soluble antigen targeted to more stable early endosome,Reaction,Immune System
R-HSA-1236955,Movement of clathrin coated vesicles into early endosome,Reaction,Immune System
R-HSA-1236941,Internalization of receptor bound antigen into clathrin coted vesicles,Reaction,Immune System
R-HSA-1236939,Interaction of exogenous soluble antigen with its corresponding receptor,Reaction,Immune System
R-HSA-1236948,Antigen processing by cathepsin S in endosoytic vesicle,Reaction,Immune System
R-HSA-1236964,Translocation of peptide bound MHC class I complex to cell surface,BlackBoxEvent,Immune System
R-HSA-1236943,Loading of antigen peptide onto MHC class I molecule,Reaction,Immune System
R-HSA-1236954,Trimming of peptides by IRAP in endocytic vesicles,Reaction,Immune System
R-HSA-8863895,IKKB phosphorylates SNAP23,Reaction,Immune System
R-HSA-1236947,Egress of internalized antigen to the cytosol via sec61,Reaction,Immune System
R-HSA-1236938,Partial proteolysis of antigen in phagolysosomes,BlackBoxEvent,Immune System
R-HSA-1236963,Maturation of phagosome into phagolysosome,BlackBoxEvent,Immune System
R-HSA-1236956,Engulfment of particulate antigen into phagocytic vesicle,Reaction,Immune System
R-HSA-1236958,Interaction of particulate antigens with dendritic cell receptors,Reaction,Immune System
R-HSA-8863973,Fusion of ERC and phagosome,BlackBoxEvent,Immune System
R-HSA-8951595,"CALR, TAP, TAPBP dissociate from SEC22B:STX4",Reaction,Immune System
R-HSA-8863858,"SEC22B, CALR, STX4, TAP and TAPBP bind",Reaction,Immune System
R-HSA-8863914,"Transport of SEC22B, TAP and PLC from ER to ERGIC",Reaction,Immune System
R-HSA-1236935,Proteasomal cleavage of substrate,BlackBoxEvent,Immune System
R-HSA-1236972,Escape of antigens from phagosome to cytosol,BlackBoxEvent,Immune System
R-HSA-1236949,Translocation of antigenic peptides back to phagosomes via TAP,Reaction,Immune System
R-HSA-1236965,Export of peptide loaded MHC class I complex to PM,BlackBoxEvent,Immune System
R-HSA-1236971,Peptide loading on MHC class I in phagosome,BlackBoxEvent,Immune System
R-HSA-1236967,Alkalization of the phagosomal lumen by NOX2,Reaction,Immune System
R-HSA-8940641,THOP1 cleaves oligopeptide fragment (8-16aa),BlackBoxEvent,Immune System
R-HSA-5621354,CLEC4E binds alpha-mannan and trehalose-6-6'-dimycolate,Reaction,Immune System
R-HSA-5621355,LYN and FYN phosphorylate FCER1G in CLEC6A:FCERG and CLEC4E:FCERG,Reaction,Immune System
R-HSA-5621352,CLEC6A binds alpha-mannan in fungal cell walls,Reaction,Immune System
R-HSA-5621353,"CLEC4D binds mycobacterial trehalose-6,6'-dimycolate (TDM)",Reaction,Immune System
R-HSA-5621366,"SYK binds to p-Y65,Y76-FCER1G",Reaction,Immune System
R-HSA-5621370,SYK autophosphorylates,Reaction,Immune System
R-HSA-5621363,"SYK phosphorylates PLCG2 in p-6Y-SYK:p-Y65,Y76-FCER1G:PLCG2",Reaction,Immune System
R-HSA-5621356,"PLCG1 binds p-6Y-SYK:p-Y65,Y76-FCER1G",Reaction,Immune System
R-HSA-5621347,PLCG2 translocates from cytosol to plasma membrane,Reaction,Immune System
R-HSA-5621367,CLEC4A binds HIV and HCV glycoproteins,Reaction,Immune System
R-HSA-8858500,CLEC10A binds Tn-MUC1,Reaction,Immune System
R-HSA-5621371,CLEC4C binds HIV and HCV glycoproteins,Reaction,Immune System
R-HSA-5607726,"Active NIK:p-S176,180-IKKA dimer phosphorylates p100:RELB",Reaction,Immune System
R-HSA-5668404,TNFA binds TNFR2,Reaction,Immune System
R-HSA-5668467,2xTNFR2 binds TNFA trimer:TNFR2,Reaction,Immune System
R-HSA-5668417,"cIAP1,2:TRAF2:TRAF3:NIK complex binds TNFR2 trimer",Reaction,Immune System
R-HSA-5668414,"TRAF2 ubiquitinates cIAP1,2 in cIAP1,2:TRAF1:TRAF2:TRAF3:NIK",BlackBoxEvent,Immune System
R-HSA-5668454,"K63polyUb-cIAP1,2 ubiquitinates TRAF3",BlackBoxEvent,Immune System
R-HSA-5668481,Protesomal degradation of K48polyUb-TRAF3,BlackBoxEvent,Immune System
R-HSA-5607721,Activation of NIK,Reaction,Immune System
R-HSA-5607720,p100:RELB binds active NIK:p-IKKA dimer,Reaction,Immune System
R-HSA-5607741,p52:RELB translocates from cytosol to nucleus,Reaction,Immune System
R-HSA-5607723,"SCF-beta-TRCP binds p-7S-p100 in active NIK:p-S176,180-IKKA dimer:p-7S-p100:RELB",Reaction,Immune System
R-HSA-5607722,Active NIK phosphorylates IKKA dimer,Reaction,Immune System
R-HSA-5607731,26S proteasome processes p-7S-p100:RELB to form p52:RELB,BlackBoxEvent,Immune System
R-HSA-5660965,CCL17 and CCL22 genes are transcribed,BlackBoxEvent,Immune System
R-HSA-5660665,Caspase-8 binds MALT,Reaction,Immune System
R-HSA-5660662,ASC binds Caspase-8 complex,Reaction,Immune System
R-HSA-5660663,Caspase-8 cleaves IL1B precursor,Reaction,Immune System
R-HSA-5660622,IL1B gene is transcribed,BlackBoxEvent,Immune System
R-HSA-5624494,RAF1 binds p21 RAS:GTP,Reaction,Immune System
R-HSA-5621573,CD209 activate GTPase RAS,BlackBoxEvent,Immune System
R-HSA-5621606,CD209 binds ManLAM,Reaction,Immune System
R-HSA-5624492,PAK phosphorylates p21 RAF1 on S338,Reaction,Immune System
R-HSA-5624486,"SFKs phosphorylates RAF1 on Y340,Y341",BlackBoxEvent,Immune System
R-HSA-5621571,CD209 binds ICAM2,Reaction,Immune System
R-HSA-5660980,p-S276-RELA binds RELB,Reaction,Immune System
R-HSA-5624473,Protein kinase A (PKA) and RPS6KA5 (MSK1) phosphorylates p65 (RELA) subunit,Reaction,Immune System
R-HSA-5660660,p300 acetylates RELA subunit,Reaction,Immune System
R-HSA-5660666,CBP and p300 binds NF-kB complex,Reaction,Immune System
R-HSA-5621615,CD209 binds ICAM3,Reaction,Immune System
R-HSA-976801,Complement factor I complex formation,Reaction,Immune System
R-HSA-976768,Factor H binds to C3b,Reaction,Immune System
R-HSA-976810,Complement factor I binds to extracellular Factor H:C3b,Reaction,Immune System
R-HSA-976743,Factor I inactivates plasma Factor H-bound C3b,Reaction,Immune System
R-HSA-1006169,Factor H binds host cell surface markers,Reaction,Immune System
R-HSA-981728,Factor H binds to membrane-associated C3b,Reaction,Immune System
R-HSA-977359,Complement factor I binds to membrane-associated Factor H:C3b,Reaction,Immune System
R-HSA-977371,Factor I inactivates Factor H-boundC3b,Reaction,Immune System
R-HSA-8853252,"CR2:C3d,C3dg,iC3b binds CD19:CD81",Reaction,Immune System
R-HSA-1006143,CD46 binds C3b,Reaction,Immune System
R-HSA-8852580,"Clusterin binds C5b-C7, C8, C9",Reaction,Immune System
R-HSA-8852874,"CR2 binds C3d, C3dg, iC3b",Reaction,Immune System
R-HSA-8852266,"C1-Inh binds Antigen: antibody: C1 complex activated C1r, C1s",Reaction,Immune System
R-HSA-9021306,"C1-Inh binds and inactivates C1r, C1s",Reaction,Immune System
R-HSA-8852481,Antigen:IgG:C1Q:2xActivated C1R:SERPING1:2xActivated C1S:SERPING1 dissociates,Reaction,Immune System
R-HSA-2530445,CD59 inhibits MAC formation,Reaction,Immune System
R-HSA-173723,C8 binds C5b:C6:C7,Reaction,Immune System
R-HSA-173720,C5b:C6:C7 translocates to the plasma membrane,Reaction,Immune System
R-HSA-173709,C7 binds C5b:C6,Reaction,Immune System
R-HSA-173705,C5b binds C6,Reaction,Immune System
R-HSA-8951486,CD46 binds C4b,Reaction,Immune System
R-HSA-977602,"Complement factor I binds to MCP, CR1:C4b, C3b",Reaction,Immune System
R-HSA-977629,Displacement of C2a/Bb by CR1,Reaction,Immune System
R-HSA-977375,CR1 binds C3bBb/C4bC2a,Reaction,Immune System
R-HSA-977615,Factor I inactivates MCP/CR1-bound C4b/C3b,Reaction,Immune System
R-HSA-2855047,Hydrolysis of internal thioester in C4b,Reaction,Immune System
R-HSA-8852809,"CPN, CPB2 cleave C3a, C5a",Reaction,Immune System
R-HSA-2530429,Formation of soluble VTN:C5b-C9 ,Reaction,Immune System
R-HSA-964811,C5AR2 binds anaphylatoxins and thier desArginated derivatives,Reaction,Immune System
R-HSA-977605,Factor H displaces Bb,Reaction,Immune System
R-HSA-977363,Factor H binds to C3bBb,Reaction,Immune System
R-HSA-981637,Complement factor I inactivates C4BP-bound C4b,Reaction,Immune System
R-HSA-981658,Complement factor I binds C4BP,Reaction,Immune System
R-HSA-977626,C4b-binding protein binds C4b,Reaction,Immune System
R-HSA-3266557,Factor I cleaves iC3b,Reaction,Immune System
R-HSA-981535,"CD55 (DAF) binds C3bBb, C4bC2a",Reaction,Immune System
R-HSA-977619,CD55 (DAF) promotes C3bBb/C4bC2a dissociation,Reaction,Immune System
R-HSA-981648,C4b binding protein binds C4bC2a,BlackBoxEvent,Immune System
R-HSA-8851436,CFHR dimers bind C3b,Reaction,Immune System
R-HSA-8852716,"Thrombin, ELANE cleave C5",Reaction,Immune System
R-HSA-981665,C4b binding protein binds Protein S,Reaction,Immune System
R-HSA-2530453,Vitronectin (VTN) binds to C5b:C6:C7,Reaction,Immune System
R-HSA-981621,C3 convertases spontaneously dissociate,Reaction,Immune System
R-HSA-981680,C4b binding protein displaces C2a,BlackBoxEvent,Immune System
R-HSA-173725,C9 binds C5b:C6:C7:C8,Reaction,Immune System
R-HSA-879377,The TRTK-12 fragment of F-actin capping protein alpha binds the AGER ligand S100B,Reaction,Immune System
R-HSA-879411,Advanced glycosylation end product-specific receptor (AGER/RAGE) is a multiligand receptor,Reaction,Immune System
R-HSA-879358,"AGER-1,2,3 bind AGEs",Reaction,Immune System
R-HSA-879362,AGER binds ERK1/2,Reaction,Immune System
R-HSA-1678981,TLR9 processing at neutral pH,Reaction,Immune System
R-HSA-1679589,Engulfed CpG DNA binds to endosomal full-length TLR9,Reaction,Immune System
R-HSA-1679098,Engulfed CpG DNA binds to endosomal N-ter TLR9 dimer,Reaction,Immune System
R-HSA-9679045,C-ter TLR9 dimer binds HCQ,Reaction,Immune System
R-HSA-975118,TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,BlackBoxEvent,Immune System
R-HSA-975097,Activated TRAF6:p-IRAK2 interacts with TAK1 complex upon TLR7/8 or 9 stimulation,Reaction,Immune System
R-HSA-975103,Auto phosphorylation of TAK1 bound to p-IRAK2:pUb oligo-TRAF6: free K63 pUb:TAB1:TAB2/TAB3  upon TLR7/8 or 9 activation,Reaction,Immune System
R-HSA-975142,Pellino binds hp-IRAK1:TRAF6 upon TLR7/8 or 9 activation,Reaction,Immune System
R-HSA-975139,IRAK1 phosphorylates Pellino upon TLR7/8 or 9 activation ,Reaction,Immune System
R-HSA-975122,Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,Reaction,Immune System
R-HSA-975119,NEMO subunit of IKK complex binds to activated IRAK1 upon stimulation of TLR7/8 or 9.,Reaction,Immune System
R-HSA-9679029,C-ter TLR7 dimer binds HCQ,Reaction,Immune System
R-HSA-9013992,TRAF3 binds to TRIF:activated TLR3 complex,Reaction,Immune System
R-HSA-9013979,IRF3/IRF7 recruitment to p-TBK1/p-IKK epsilon bound to the activated TLR3,Reaction,Immune System
R-HSA-9013986,Recruitment of TBK1/IKK epsilon to K63-pUb-TANK:K63-pUb-TRAF3:TRIF:activated TLR3 followed by their phosphorylation,Reaction,Immune System
R-HSA-9013990,TANK is ubiquitinated within TANK:K63polyUb-TRAF3:TICAM1:TLR3:viral dsRNA,BlackBoxEvent,Immune System
R-HSA-9013985,TANK binds K63-poly-Ub-TRAF3:TICAM1:activated TLR3,Reaction,Immune System
R-HSA-9013974,Auto-ubiquitination of TRAF3 within activated TLR3 complex,BlackBoxEvent,Immune System
R-HSA-9013978,Phosphorylation of IRF-3/IRF7 and their release from the activated TLR3 complex ,Reaction,Immune System
R-HSA-9014320,SARM binds viral dsRNA:TLR3:TICAM1,Reaction,Immune System
R-HSA-9013963,RIP3 binds TICAM1 within TLR3 complex to mediate necroptosis ,Reaction,Immune System
R-HSA-9013889,TLR3-induced ripoptosome assembly,Reaction,Immune System
R-HSA-9013895,Caspase-8 processing within TLR3 complex,Reaction,Immune System
R-HSA-9014343,IKBKG subunit of IKK complex binds K63pUb- RIP1 within the TLR3 complex,Reaction,Immune System
R-HSA-9014342,K63-linked ubiquitination of RIP1 bound to the activated TLR complex,Reaction,Immune System
R-HSA-2559439,CD14:LPS binds CR3,Reaction,Immune System
R-HSA-166168,TLR4:LY96:LPS:CD14 recruits TRAM (TICAM2),Reaction,Immune System
R-HSA-2201293,Endocytosis of TLR4:LY96:LPS:CD14,Reaction,Immune System
R-HSA-2201341,Endocytosis of TRAM (TICAM2),Reaction,Immune System
R-HSA-1675473,SH2B binds JAK2,Reaction,Immune System
R-HSA-1369114,PRLR binds SHP2 (PTPN11),Reaction,Immune System
R-HSA-1369115,SHP2 is phosphorylated,Reaction,Immune System
R-HSA-1370500,PRLR binds SCF beta-TrCP complex,Reaction,Immune System
R-HSA-1370505,PRLR is phosphorylated at Ser-349,BlackBoxEvent,Immune System
R-HSA-1170539,Prolactin receptor is internalized,BlackBoxEvent,Immune System
R-HSA-199093,CXADR binds to AMICA1,Reaction,Immune System
R-HSA-912790,CBL binds CRK,Reaction,Immune System
R-HSA-912629,CBL is tyrosine phosphorylated,Reaction,Immune System
R-HSA-879917,"CBL, GRB2, FYN and PI3K p85 subunit are constitutively associated",Reaction,Immune System
R-HSA-912734,CBL:CRKL binds RAPGEF1,Reaction,Immune System
R-HSA-912627,CBL ubiquitinates PI3K,BlackBoxEvent,Immune System
R-HSA-912727,CBL binds VAV,Reaction,Immune System
R-HSA-912724,CBL binds B-cell linker protein,Reaction,Immune System
R-HSA-914182,14-3-3 zeta binding allows recruitment of PI3K,Reaction,Immune System
R-HSA-912757,p-S585-IL3RB binds 14-3-3 proteins,Reaction,Immune System
R-HSA-913451,IL3RB is phosphorylated on Ser-585,Reaction,Immune System
R-HSA-879914,IL3 stimulation induces Vav binding to Tec kinase,Reaction,Immune System
R-HSA-909738,SHP1 and SHP2 bind the common beta chain,Reaction,Immune System
R-HSA-914022,SHP2 can recruit GRB2,Reaction,Immune System
R-HSA-914036,SHP1 and SHP2 dephosphorylate Y628 of IL3RB,Reaction,Immune System
R-HSA-9606784,Active FLT3:GRB2:p-Y-GAB2 binds PTPN11,BlackBoxEvent,Immune System
R-HSA-9604969,Active FLT3 binds PTPN11,Reaction,Immune System
R-HSA-8865605,BRWD1 binds SMARCA4,Reaction,Immune System
R-HSA-8865693,BRWD1 gene expression is repressed by STAT5,BlackBoxEvent,Immune System
R-HSA-8865626,p-STAT5 dimers bind the BRWD1 gene promoter,Reaction,Immune System
R-HSA-8865613,"BRWD1 binds AcK(9,14,18,79)-p(S10,T11)-histone H3",Reaction,Immune System
R-HSA-9678737,IFNAR1:TYK2 binds TYK2 inhibitors,Reaction,Immune System
R-HSA-9678935,"IFNAR2:JAK1:STAT2 binds JAK1,2 inhibitors",Reaction,Immune System
R-HSA-9678561,"IFNGR1:JAK1:INFGR2:JAK2 binds JAK1,2 inhibitors",Reaction,Immune System
R-HSA-9645134,p-STAT5 dissociates from activator:STAT5 complex,Reaction,Immune System
R-HSA-9645137,Activator phosphorylates STAT5,Reaction,Immune System
R-HSA-9645126,Activators bind STAT5,Reaction,Immune System
R-HSA-9698170,Active FLT3:GRB2:p-GAB2:PIK3R1 binds PIK3CA,Reaction,Immune System
R-HSA-9706308,Active FLT3 binds to GRB10,Reaction,Immune System
R-HSA-9706336,Active FLT3 binds to SYK,Reaction,Immune System
R-HSA-9609274,Active FLT3 binds HCK,BlackBoxEvent,Immune System
R-HSA-9605259,Active FLT3 binds FYN,Reaction,Immune System
R-HSA-9706312,Active FLT3 binds to LCK,Reaction,Immune System
R-HSA-9706304,Active FLT3 binds to GRAP2,Reaction,Immune System
R-HSA-9706293,Active FLT3 binds to CBL,Reaction,Immune System
R-HSA-9706354,Ubiquitination of FLT3,BlackBoxEvent,Immune System
R-HSA-9706350,FLT3 phosphorylates CBL,Reaction,Immune System
R-HSA-9706323,Active FLT3 binds to SLA2,Reaction,Immune System
R-HSA-9706364,Internalization of ubiquitinated FLT3,BlackBoxEvent,Immune System
R-HSA-9698408,PTPRJ dephosphorylates active FLT3,Reaction,Immune System
R-HSA-9706319,Active FLT3 binds to SLA,Reaction,Immune System
R-HSA-9706287,Active FLT3 binds to ABL2,Reaction,Immune System
R-HSA-9706328,Active FLT3 binds to SOCS2,Reaction,Immune System
R-HSA-9706330,Active FLT3 binds to SOCS6,Reaction,Immune System
R-HSA-9706298,Active FLT3 binds to CSK,Reaction,Immune System
R-HSA-9706315,Active FLT3 binds to SH2B3,Reaction,Immune System
R-HSA-9699574,FOXO3-dependent BCL2L11 gene expression,BlackBoxEvent,Immune System
R-HSA-9699575,FOXO3-dependent CDKN1B gene expression,BlackBoxEvent,Immune System
R-HSA-9699581,AKT-phosphorylated FOXO3 translocates to cytosol,BlackBoxEvent,Immune System
R-HSA-9699579,AKT phosphorylates FOXO3 downstream of FLT3 ,Reaction,Immune System
R-HSA-9699578,Active FLT3 phosphorylates CDKN1B,Reaction,Immune System
R-HSA-9706340,Active FLT3:p-Y-GRB10 binds PIK3R1,Reaction,Immune System
R-HSA-9706344,FLT3 phosphorylates GRB10,Reaction,Immune System
R-HSA-9706345,Active FLT3:p-Y GRB10:PIK3R1 binds PIK3CA,Reaction,Immune System
R-HSA-354173,Activation of Rap1 by cytosolic GEFs,Reaction,Immune System
R-HSA-939265,Activation of Rap1 by membrane-associated GEFs,Reaction,Immune System
R-HSA-392834,Activation of EPACs by cAMP,Reaction,Immune System
R-HSA-1678841,Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,BlackBoxEvent,Immune System
R-HSA-1678843,ISGylation of protein translation regulator 4EHP,Reaction,Immune System
R-HSA-1169395,ISGylation of viral protein NS1,Reaction,Immune System
R-HSA-1169403,Interaction of E3 ligase with ISG15:E2 complex,Reaction,Immune System
R-HSA-1169404,Transfer of ISG15 from E1 to E2 (UBCH8),Reaction,Immune System
R-HSA-1169397,Activation of ISG15 by UBA7 E1 ligase,Reaction,Immune System
R-HSA-1678842,Competitive inhibition of translation initiation by ISGylated 4EHP,Reaction,Immune System
R-HSA-1169394,ISGylation of IRF3,Reaction,Immune System
R-HSA-1169399,Interaction of ISG15 with NEDD4 and inhibition of Ebola virus budding,Reaction,Immune System
R-HSA-1169398,ISGylation of host protein filamin B,Reaction,Immune System
R-HSA-1169307,Monoubiquitination of N-myristoyl GAG (P12493) protein,BlackBoxEvent,Immune System
R-HSA-1169402,ISGylation of E2 conjugating enzymes,Reaction,Immune System
R-HSA-1169405,ISGylation of protein phosphatase 1 beta (PP2CB),Reaction,Immune System
R-HSA-1169406,ISGylation of host proteins,Reaction,Immune System
R-HSA-8985097,OAS2 dimerizes,Reaction,Immune System
R-HSA-8985138,OAS2 binds viral dsRNA,Reaction,Immune System
R-HSA-8983688,OAS1 oligomerizes,Reaction,Immune System
R-HSA-8983671,OAS1 binds viral dsRNA,Reaction,Immune System
R-HSA-8985153,OASL binds DDX58,Reaction,Immune System
R-HSA-8983680,OAS1 produces oligoadenylates,Polymerisation,Immune System
R-HSA-8985091,OAS3 produces oligoadenylates,Reaction,Immune System
R-HSA-8985157,OAS3 binds viral dsRNA,Reaction,Immune System
R-HSA-8985123,RNASEL binds 2'-5' oligoadenylate,Reaction,Immune System
R-HSA-8985104,OAS2 produces oligoadenylates,Polymerisation,Immune System
R-HSA-9009950,PDE12 cleaves 2'-5' oligoadenylates ,Depolymerisation,Immune System
R-HSA-8985201,ABCE1 binds RNASEL,Reaction,Immune System
R-HSA-9009936,RNASEL cleaves cellular ssRNA,BlackBoxEvent,Immune System
R-HSA-9009941,RNASEL cleaves viral ssRNA,BlackBoxEvent,Immune System
R-HSA-5223305,"ABCE1 binds RNASEL, inhibiting it",Reaction,Immune System
R-HSA-913529,Translocation of p-STAT1:p-STAT1 dimer to nucleus,Reaction,Immune System
R-HSA-912685,UBP43 binds IFNAR2 and prevents JAK1 interaction,Reaction,Immune System
R-HSA-997311,Dephosphorylation of TYK2 by PTP1B,Reaction,Immune System
R-HSA-997309,Dephosphorylation of STAT1 by SHP2,Reaction,Immune System
R-HSA-912680,Inhibition of JAK kinase activity by SOCS1/3,Reaction,Immune System
R-HSA-997314,Dephosphorylation of JAK1 by SHP1,Reaction,Immune System
R-HSA-873924,Phosphorylation of IFNGR1 by JAK kinases,Reaction,Immune System
R-HSA-873918,Transphosphorylation of JAK1,Reaction,Immune System
R-HSA-873919,Phosphorylation of JAK2,Reaction,Immune System
R-HSA-873926,IFNG dimer binds IFNGR,Reaction,Immune System
R-HSA-873927,Release of STAT1 dimer from active receptor unit,Reaction,Immune System
R-HSA-909552,Phosphorylation of STAT1 at Ser727,Reaction,Immune System
R-HSA-873922,Phosphorylation of STAT1 by JAK kinases,Reaction,Immune System
R-HSA-873921,Binding of STAT1 to p-IFNGR1,Reaction,Immune System
R-HSA-1031716,Expression of IFNG-stimulated genes,BlackBoxEvent,Immune System
R-HSA-1031713,GAF binds the GAS promoter elements in the IFNG-regulated genes,Reaction,Immune System
R-HSA-873917,Translocation of STAT1 dimer to nucleus,BlackBoxEvent,Immune System
R-HSA-877308,Dephosphorylation of JAKs by PTPs,Reaction,Immune System
R-HSA-997326,Dephosphorylation of p-STAT1 dimer by nuclear isoform of TCPTP,Reaction,Immune System
R-HSA-877269,SOCS-1 and SOCS-3 binds to p-JAK2,Reaction,Immune System
R-HSA-877281,PIAS1 binds p-STAT1 dimer,Reaction,Immune System
R-HSA-9674546,CSF3 dimer:2xCSF3R:LYN:JAK1 induces phosphorylation of JAK1,BlackBoxEvent,Immune System
R-HSA-9677585,CSF3 dimer:CSFR:LYN:JAK1 binds CSFR:LYN:JAK1,Reaction,Immune System
R-HSA-9677579,CSF3 dimer (GCSF dimer) binds CSF3R:JAK1:LYN,Reaction,Immune System
R-HSA-9705461,"p-Y-STAT1,3,5 dimer binds SOCS1 gene",Reaction,Immune System
R-HSA-9674550,"p-Y-STAT1,3,5 dimer translocates from the cytosol to the nucleoplasm",BlackBoxEvent,Immune System
R-HSA-9674542,"p-Y-STAT1,3,5 dimerize",Reaction,Immune System
R-HSA-9674563,"CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2:p-Y-STAT1,3,5 dissociates yielding CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2 and p-Y-STAT1,3,5",Reaction,Immune System
R-HSA-9674567,"p-Y-JAK1,2 phosphorylates STAT1,3,5 in CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-Y-JAK2:p-TYK2",Reaction,Immune System
R-HSA-9674562,"CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2 binds STAT1,3,5",Reaction,Immune System
R-HSA-9676071,"CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1 binds and activates JAK2, TYK2, SYK, and HCK",BlackBoxEvent,Immune System
R-HSA-9674558,p-Y-JAK1 phosphorylates CSF3R in CSF3 dimer:2xCSF3R:LYN:p-Y-JAK1,Reaction,Immune System
R-HSA-9705729,"SOCS1,3:p-4Y-CSF3R:CSF3 dimer:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2 binds CUL5, ELOB, ELOC, RNF7",Reaction,Immune System
R-HSA-9705726,"SOCS1,3:p-4Y-CSF3R:CSF3 dimer:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2 is endocytosed",BlackBoxEvent,Immune System
R-HSA-9705467,"SOCS1,3 binds p-4Y-CSF3R:CSF3 dimer:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2",Reaction,Immune System
R-HSA-9705458,"p-Y-STAT1,3,5 dimer enhances expression of SOCS3",BlackBoxEvent,Immune System
R-HSA-9705465,"p-Y-STAT1,3,5 dimer binds SOCS3 gene",Reaction,Immune System
R-HSA-9705466,"p-Y-STAT1,3,5 dimer enhances expression of SOCS1",BlackBoxEvent,Immune System
R-HSA-9707977,"CSF3 dimer:2xK48polyUb-K655,p-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-Y-SYK:p-HCK:p-TYK2 translocates from the endocytic vesicle membrane to the lysosomal membrane",BlackBoxEvent,Immune System
R-HSA-9705738,"SOCS1,3 ubiquitinates CSF3R in SOCS1,3:p-4Y-CSF3R:CSF3 dimer:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2:CUL5:ELOB:ELOC:RNF7",BlackBoxEvent,Immune System
