node,name,genome-encoded,schemaClass,reference gene
R-HSA-879368,F-actin capping protein fragment TRTK12:S100B homodimer [extracellular region],False,Complex,None
CAPZA1,CAPZA1(265-276) [extracellular region],True,EntityWithAccessionedSequence,CAPZA1
R-HSA-879449,S100B homodimer [extracellular region],False,Complex,None
AGER,AGER [plasma membrane],True,EntityWithAccessionedSequence,AGER
SAA1,SAA1(19-122) [extracellular region],True,EntityWithAccessionedSequence,SAA1
R-ALL-879479,AGE adducts:Peptide [extracellular region],False,Complex,None
R-HSA-879439,S100A12 dimer [extracellular region],False,Complex,None
R-HSA-879489,"AGE adducts:Peptide:AGER-1,2,3 [plasma membrane]",False,Complex,None
PRKCSH,PRKCSH [plasma membrane],True,EntityWithAccessionedSequence,PRKCSH
R-HSA-879427,AGER ligands:AGER:ERK [plasma membrane],False,Complex,None
MAPK3,MAPK3 [cytosol],True,EntityWithAccessionedSequence,MAPK3
R-HSA-1679007,N-ter TLR9 dimer [endolysosome membrane],False,Complex,None
R-HSA-187884,fl-TLR9:unmethylated CpG DNA [endosome membrane],False,Complex,None
R-HSA-1679574,N-ter TLR9 dimer [endosome membrane],False,Complex,None
R-HSA-1679094,N-ter TLR9 dimer:unmethylated CpG DNA [endosome membrane],False,Complex,None
R-ALL-9678628,HCQ [cytosol],False,ChemicalDrug,None
R-HSA-9678655,C-ter TLR9 dimer:HCQ [endosome membrane],False,Complex,None
R-HSA-975174,"K63-linked poly-Ub-IRF7:TRAF6:p-3S,3T-IRAK1:p-S,2T-IRAK4:oligo-MyD88:activated TLR7/8 or 9. [endosome membrane]",False,Complex,None
R-HSA-975099,p-IRAK2:K63-linked pUb oligo-TRAF6:free K63 pUb:TAK1 complex [endosome membrane],False,Complex,None
R-HSA-975171,p-IRAK2:K63-linked pUb oligo-TRAF6:free K63-linked pUb:p-TAK1complex [endosome membrane],False,Complex,None
R-HSA-975143,TRAF6:hp-IRAK1:Pellino [endosome membrane],False,Complex,None
R-HSA-975150,TRAF6:hp-IRAK1 [endosome membrane],False,Complex,None
R-HSA-975166,p-Pellino:hp-IRAK1:TRAF6 [endosome membrane],False,Complex,None
R-HSA-975172,"K63-linked poly-Ub-p-3S,3T-IRAK1:TRAF6 [endosome membrane]",False,Complex,None
R-HSA-975121,TRAF6:K63-linked polyUb p-IRAK1:IKK complex [endosome membrane],False,Complex,None
R-HSA-9678617,C-ter TLR7 dimer:HCQ [endosome membrane],False,Complex,None
R-HSA-9013984,TRAF3:TICAM1:viral dsRNA:TLR3 [endosome membrane],False,Complex,None
R-HSA-9013981,activated TLR3:TRIF:K63polyUb-TRAF3:K63polyUb-TANK:p-TBK1/p-IKKE:IRF3/IRF7 [endosome membrane],False,Complex,None
R-HSA-9013982,activated TLR3:TRIF:K63polyUb-TRAF3:K63polyUb-TANK:p-TBK1/p-IKKi [endosome membrane],False,Complex,None
R-HSA-9013976,K63pUb-TANK:K63pUb-TRAF3:TICAM1:TLR3:viral dsRNA [endosome membrane],False,Complex,None
R-HSA-9013980,TANK:K63-poly-Ub-TRAF3:TICAM1:viral dsRNA:TLR3 [endosome membrane],False,Complex,None
R-HSA-9013989,K63polyUb-TRAF3:TICAM1:activated TLR3 [endosome membrane],False,Complex,None
R-HSA-9014322,SARM:TICAM1:viral dsRNA:TLR3 [endosome membrane],False,Complex,None
R-HSA-9013960,viral dsRNA:TLR3:TICAM1:RIPK3 [endosome membrane],False,Complex,None
R-HSA-9013961,viral dsRNA:TLR3:TICAM1:RIPK1:RIPK3 [endosome membrane],False,Complex,None
R-HSA-9013891,activated TLR3:TRIF:RIP1:FADD:pro-caspase-8 [endosome membrane],False,Complex,None
R-HSA-9013893,activated TLR3:TRIF:RIP1:FADD [endosome membrane],False,Complex,None
R-HSA-9014341,viral dsRNA:TLR3:TICAM1:K63pUb-RIP1:CHUK:IKBKB:IKBKG [endosome membrane],False,Complex,None
R-HSA-9014344,activated TLR3:TICAM1:K63pUb-RIP1 [endosome membrane],False,Complex,None
R-HSA-2559438,LPS:CD14:CR3 [plasma membrane],False,Complex,None
R-HSA-202755,Integrin alphaMbeta2 [plasma membrane],False,Complex,None
R-HSA-2201299,TLR4:LY96:LPS:CD14 [endosome membrane],False,Complex,None
SH2B1,SH2B1-2 [cytosol],True,EntityWithAccessionedSequence,SH2B1
R-HSA-1369118,PRLR ligands:p-Y611-PRLR:p-Y1007-JAK2 dimer:SHP2 [plasma membrane],False,Complex,None
R-HSA-1369127,PRLR ligands:p-Y611-PRLR:p-Y1007-JAK2 dimer:p-SHP2 [plasma membrane],False,Complex,None
R-HSA-1977946,PRLR ligands:p-S349-PRLR:JAK2 dimer [plasma membrane],False,Complex,None
R-HSA-1370498,PRLR ligands:p-S349- PRLR:JAK2 dimer [endosome lumen],False,Complex,None
JAML,AMICA1 [plasma membrane],True,EntityWithAccessionedSequence,JAML
R-HSA-198198,CXADR bound to JAML [plasma membrane],False,Complex,None
CXADR,CXADR [plasma membrane],True,EntityWithAccessionedSequence,CXADR
R-HSA-912774,"p(Y700,731,774)-CBL:CRK [cytosol]",False,Complex,None
CRK,CRK [cytosol],True,EntityWithAccessionedSequence,CRK
CRKL,CRKL [cytosol],True,EntityWithAccessionedSequence,CRKL
R-HSA-912647,FYN-like kinases:p(Y731)-CBL:GRB2:p85-containing Class 1A PI3Ks [cytosol],False,Complex,None
R-HSA-912623,FYN-like kinases:CBL:GRB2:p85-containing Class 1A PI3Ks [cytosol],False,Complex,None
HCK,HCK [cytosol],True,EntityWithAccessionedSequence,HCK
RAPGEF1,RAPGEF1 [cytosol],True,EntityWithAccessionedSequence,RAPGEF1
R-HSA-914209,"p(Y700,731,774)-CBL:CRK:RAPGEF1 [cytosol]",False,Complex,None
R-HSA-912799,FYN-like kinases:p(Y731)-CBL:GRB2:Ubiquitinated p85-containing Class 1A PI3Ks [cytosol],False,Complex,None
R-HSA-912755,"p(Y700,731,774)-CBL:VAV1 [cytosol]",False,Complex,None
R-HSA-912760,"B-cell linker protein:p(Y700,731,774)-CBL [cytosol]",False,Complex,None
BLNK,BLNK [cytosol],True,EntityWithAccessionedSequence,BLNK
R-HSA-914177,"High affinity binding complex dimers of cytokine receptors using Bc, inactive JAK2, p(S589)-Bc:14-3-3 zeta:p85-containing Class 1A PI3Ks [plasma membrane]",False,Complex,None
R-HSA-914180,"High affinity binding complex dimers of cytokine receptors using Bc, inactive JAK2, p(S589)-Bc:14-3-3 zeta [plasma membrane]",False,Complex,None
R-HSA-914171,"High affinity GM-CSF receptor complex dimer, inactive JAK2, p(S585)-Bc [plasma membrane]",False,Complex,None
R-HSA-914168,"High affinity IL-5 receptor complex dimer, inactive JAK2, p(S585)-Common beta chain [plasma membrane]",False,Complex,None
R-HSA-914175,"High affinity IL-3 receptor complex dimer, inactive JAK2 [plasma membrane]",False,Complex,None
YWHAZ,YWHAZ [cytosol],True,EntityWithAccessionedSequence,YWHAZ
R-HSA-912729,TEC:VAV1 [cytosol],False,Complex,None
R-HSA-914086,"High affinity binding complex dimers of cytokine receptors using Bc, inactive JAK2,p(Y593,628)-Bc:SHP1, SHP2 [plasma membrane]",False,Complex,None
R-HSA-914028,SHP2:GRB2 [cytosol],False,Complex,None
R-HSA-914049,"High affinity binding complex dimers of cytokine receptors using Bc, inactive JAK2,p(Y593)-Bc:SHP1, SHP2 [plasma membrane]",False,Complex,None
R-HSA-9606788,Active FLT3:GRB2:p-Y-GAB2:PTPN11 [plasma membrane],False,Complex,None
R-HSA-9604972,Active FLT3:PTPN11 [plasma membrane],False,Complex,None
BRWD1,BRWD1 [nucleoplasm],True,EntityWithAccessionedSequence,BRWD1
R-HSA-8865593,BRWD1:SMARCA4 [nucleoplasm],False,Complex,None
SMARCA4,SMARCA4 [nucleoplasm],True,EntityWithAccessionedSequence,SMARCA4
R-HSA-8865622,"2x(p-STAT5A,p-STAT5B):BRWD1 gene [nucleoplasm]",False,Complex,None
R-HSA-8865594,"BRWD1:AcK(9,14,18,79)-p(S10,T11)-histone H3 [nucleoplasm]",False,Complex,None
H3C15,"AcK9,14-p-S10-HIST2H3A [nucleoplasm]",True,EntityWithAccessionedSequence,H3C15
H3C1,"AcK9,14-p-S10-HIST1H3A [nucleoplasm]",True,EntityWithAccessionedSequence,H3C1
R-HSA-9678695,IFNAR1:TYK2:TYK2 inhibitors [plasma membrane],False,Complex,None
R-HSA-9678951,"IFNAR2:JAK1:STAT2:JAK1,2 inhibitors [plasma membrane]",False,Complex,None
R-ALL-9717004,delgocitinib [cytosol],False,ChemicalDrug,None
R-HSA-873810,IFNGR1:JAK1:INFGR2:JAK2 [plasma membrane],False,Complex,None
R-HSA-9678548,"IFNGR1:JAK1:INFGR2:JAK2:JAK1,2 inhibitors [plasma membrane]",False,Complex,None
R-HSA-9645118,Activators of STAT5:STAT5 [cytosol],False,Complex,None
R-HSA-9698169,Active FLT3:GRB2:p-Y GAB2:PI3K [plasma membrane],False,Complex,None
PIK3CA,PIK3CA [cytosol],True,EntityWithAccessionedSequence,PIK3CA
R-HSA-9706260,active FLT3:GRB10 [plasma membrane],False,Complex,None
GRB10,GRB10 [cytosol],True,EntityWithAccessionedSequence,GRB10
R-HSA-9706276,active FLT3:SYK [plasma membrane],False,Complex,None
R-HSA-9609280,Active FLT3:HCK [plasma membrane],False,Complex,None
R-HSA-9605257,Active FLT3:FYN [plasma membrane],False,Complex,None
R-HSA-9706263,active FLT3:LCK [plasma membrane],False,Complex,None
R-HSA-9706257,active FLT3:GRAP2 [plasma membrane],False,Complex,None
R-HSA-9706252,active FLT3:CBL [plasma membrane],False,Complex,None
R-HSA-9706245,Ub-pY FLT3:FLT3LG dimer [plasma membrane],False,Complex,None
R-HSA-9706224,active FLT3:pY-CBL [plasma membrane],False,Complex,None
R-HSA-9706273,active FLT3:SLA2 [plasma membrane],False,Complex,None
SLA2,SLA2 [cytosol],True,EntityWithAccessionedSequence,SLA2
R-HSA-9706242,Ub-pY FLT3:FLT3LG dimer [endosome membrane],False,Complex,None
R-HSA-9698407,"p-Y768,Y969 FLT3 dimer:FLT3LG dimer [plasma membrane]",False,Complex,None
R-HSA-9706270,active FLT3:SLA [plasma membrane],False,Complex,None
SLA,SLA [cytosol],True,EntityWithAccessionedSequence,SLA
R-HSA-9706249,active FLT3:ABL2 [plasma membrane],False,Complex,None
ABL2,ABL2 [cytosol],True,EntityWithAccessionedSequence,ABL2
R-HSA-9706226,active FLT3:SOCS2 [plasma membrane],False,Complex,None
SOCS2,SOCS2 [cytosol],True,EntityWithAccessionedSequence,SOCS2
R-HSA-9706227,active FLT3:SOCS6 [plasma membrane],False,Complex,None
SOCS6,SOCS6 [cytosol],True,EntityWithAccessionedSequence,SOCS6
R-HSA-9706255,active FLT3:CSK [plasma membrane],False,Complex,None
R-HSA-9706266,active FLT3:SH2B3 [plasma membrane],False,Complex,None
SH2B3,SH2B3 [cytosol],True,EntityWithAccessionedSequence,SH2B3
BCL2L11,BCL2L11 gene [nucleoplasm],True,EntityWithAccessionedSequence,BCL2L11
CDKN1B,CDKN1B gene [nucleoplasm],True,EntityWithAccessionedSequence,CDKN1B
FOXO3,"p-T32,S253,S315-FOXO3 [nucleoplasm]",True,EntityWithAccessionedSequence,FOXO3
R-HSA-9706284,active FLT3:p-Y GRB10:PIK3R1 [plasma membrane],False,Complex,None
R-HSA-9706279,active FLT3:p-Y GRB10 [plasma membrane],False,Complex,None
R-HSA-9706282,active FLT3:p-Y GRB10:PI3K [plasma membrane],False,Complex,None
R-HSA-354074,RAP1:GDP [plasma membrane],False,Complex,None
R-HSA-354126,RAP1:GTP [plasma membrane],False,Complex,None
R-ALL-30389,cAMP [cytosol],False,SimpleEntity,None
R-HSA-392837,Rap1 cAMP-GEFs:cAMP [cytosol],False,Complex,None
RAPGEF4,RAPGEF4 [plasma membrane],True,EntityWithAccessionedSequence,RAPGEF4
RAPGEF3,RAPGEF3 [plasma membrane],True,EntityWithAccessionedSequence,RAPGEF3
R-HSA-1169387,ISGylated host proteins [cytosol],False,Complex,None
R-ALL-141681,polypeptide [cytosol],False,OtherEntity,None
EIF2AK2,EIF2AK2 [cytosol],True,EntityWithAccessionedSequence,EIF2AK2
EIF4E2,EIF4E2 [cytosol],True,EntityWithAccessionedSequence,EIF4E2
R-HSA-1678834,ISGylated 4EHP [cytosol],False,Complex,None
R-HSA-1169383,ISG15:UBCH8:ISG15 E3 ligase [cytosol],False,Complex,None
ARIH1,ARIH1 [cytosol],True,EntityWithAccessionedSequence,ARIH1
R-HSA-1169392,ISGylated NS1 [cytosol],False,Complex,None
R-FLU-169143,NS1 dimer [cytosol],False,Complex,None
R-HSA-1169385,ISG15:UBCH8 [cytosol],False,Complex,None
R-HSA-1169390,ISG15:UBA7 [cytosol],False,Complex,None
R-HSA-1678836,ISGylated 4EHP:mRNA [cytosol],False,Complex,None
R-HSA-1678832,EIF4F [cytosol],False,Complex,None
R-HSA-72585,eIF4F:mRNA [cytosol],False,Complex,None
R-HSA-1169384,ISG15:NEDD4 [cytosol],False,Complex,None
R-HSA-1169388,ISGylated Filamin B [cytosol],False,Complex,None
FLNB,FLNB [cytosol],True,EntityWithAccessionedSequence,FLNB
R-HSA-184273,monoubiquitinated N-myristoyl GAG (P12493) protein [cytosol],False,Complex,None
gag,N-myristoyl GAG (P12493) protein [cytosol],False,EntityWithAccessionedSequence,None
R-HSA-1169382,ISGylated E2 conjugating enzymes [cytosol],False,Complex,None
PPM1B,PPM1B [cytosol],True,EntityWithAccessionedSequence,PPM1B
R-HSA-1169391,ISGylated PP2CB [cytosol],False,Complex,None
R-HSA-8985050,OAS2:OAS2 ligand [cytosol],False,Complex,None
R-HSA-8985031,OAS2:OAS2 ligand dimer [cytosol],False,Complex,None
R-RSY-8985053,RSV dsRNA intermediate form [cytosol],False,GenomeEncodedEntity,None
R-HSA-8983690,OAS1:OAS1 ligand [cytosol],False,Complex,None
R-HSA-8983629,OAS1 tetramer:OAS1 ligand [cytosol],False,Complex,None
R-DVI-8983654,Dengue virus dsRNA intermediate form [cytosol],False,GenomeEncodedEntity,None
R-TEN-8983630,TBEV dsRNA intermediate form [cytosol],False,GenomeEncodedEntity,None
R-WNI-8983640,WNV dsRNA intermediate form [cytosol],False,GenomeEncodedEntity,None
R-HSA-8985113,OASL:DDX58 [cytosol],False,Complex,None
R-HSA-8983696,2'-5' oligoadenylate [cytosol],False,Polymer,None
R-HSA-8985156,OAS3:OAS3 ligand [cytosol],False,Complex,None
R-SIV-8985032,Sindbis virus dsRNA intermediate form [cytosol],False,GenomeEncodedEntity,None
R-HSA-8985408,RNASEL:FLNA [cytosol],False,Complex,None
R-HSA-8985132,RNASEL:2'-5' oligoadenylate [cytosol],False,Complex,None
FLNA,FLNA [cytosol],True,EntityWithAccessionedSequence,FLNA
R-HSA-8985205,ABCE1:RNASEL [cytosol],False,Complex,None
ABCE1,ABCE1 [cytosol],True,EntityWithAccessionedSequence,ABCE1
R-ALL-170292,ssRNA [cytosol],False,OtherEntity,None
R-ALL-9009945,RNA fragment with 2'-3' cyclic phosphate  [cytosol],False,OtherEntity,None
R-FLU-9009966,FLUAV UpN-ssRNA [cytosol],False,GenomeEncodedEntity,None
R-HSA-5357403,RNASEL dimer [mitochondrial matrix],False,Complex,None
R-HSA-5223322,ABCE1:RNASEL dimer [mitochondrial matrix],False,Complex,None
R-HSA-913526,p-Y701-STAT1 dimer [nucleoplasm],False,Complex,None
USP18,USP18 [cytosol],True,EntityWithAccessionedSequence,USP18
R-HSA-912690,IFNAR2c:UBP43 [plasma membrane],False,Complex,None
IFNAR2,IFNAR2-2 [plasma membrane],True,EntityWithAccessionedSequence,IFNAR2
R-HSA-997300,IFNA/B:IFNAR2:p-JAK1:STAT2:IFNAR1:TYK2 [plasma membrane],False,Complex,None
R-HSA-997304,IFNA/B:IFNAR2:p-JAK1:STAT2:p-IFNAR1:p-TYK2:p-STAT2:STAT1 [plasma membrane],False,Complex,None
R-HSA-873814,IFNG:p-IFNGR1:p-JAK1:IFNGR2:p-JAK2 [plasma membrane],False,Complex,None
R-HSA-873820,IFNG:IFNGR1:p-JAK1:IFNGR2:p-JAK2 [plasma membrane],False,Complex,None
R-HSA-873811,IFNG:IFNGR1:JAK1:IFNGR2:p-JAK2 [plasma membrane],False,Complex,None
R-HSA-873821,IFNG:IFNGR1:JAK1:IFNGR2:p-JAK2:SOCS-1/-3 [plasma membrane],False,Complex,None
R-HSA-873829,IFNG:IFNGR1:JAK1:IFNGR2:JAK2 [plasma membrane],False,Complex,None
R-HSA-873823,IFNG dimer [extracellular region],False,Complex,None
R-HSA-909556,p-STAT1 dimer bound to p-IFNGR1 [plasma membrane],False,Complex,None
R-HSA-873827,IFNG-activated factor (GAF) [cytosol],False,Complex,None
R-HSA-873817,p-STAT1(Y701) bound to p-IFNGR1 [plasma membrane],False,Complex,None
R-HSA-873828,STAT1 bound to p-IFNGR1 [plasma membrane],False,Complex,None
CIITA,CIITA [nucleoplasm],True,EntityWithAccessionedSequence,CIITA
IFI30,IFI30 [lysosomal lumen],True,EntityWithAccessionedSequence,IFI30
SP100,SP100 [nucleoplasm],True,EntityWithAccessionedSequence,SP100
PML,PML [nucleoplasm],True,EntityWithAccessionedSequence,PML
MT2A,MT2A [cytosol],True,EntityWithAccessionedSequence,MT2A
TRIM8,TRIM8 [cytosol],True,EntityWithAccessionedSequence,TRIM8
TRIM34,TRIM34 [cytosol],True,EntityWithAccessionedSequence,TRIM34
TRIM22,TRIM22 [cytosol],True,EntityWithAccessionedSequence,TRIM22
MID1,MID1 [cytosol],True,EntityWithAccessionedSequence,MID1
TRIM26,TRIM26 [cytosol],True,EntityWithAccessionedSequence,TRIM26
TRIM38,TRIM38 [cytosol],True,EntityWithAccessionedSequence,TRIM38
TRIM31,TRIM31 [cytosol],True,EntityWithAccessionedSequence,TRIM31
TRIM68,TRIM68 [cytosol],True,EntityWithAccessionedSequence,TRIM68
TRIM5,TRIM5 [cytosol],True,EntityWithAccessionedSequence,TRIM5
TRIM62,TRIM62 [cytosol],True,EntityWithAccessionedSequence,TRIM62
TRIM6,TRIM6 [cytosol],True,EntityWithAccessionedSequence,TRIM6
TRIM3,TRIM3 [cytosol],True,EntityWithAccessionedSequence,TRIM3
TRIM17,TRIM17 [cytosol],True,EntityWithAccessionedSequence,TRIM17
TRIM45,TRIM45 [cytosol],True,EntityWithAccessionedSequence,TRIM45
TRIM14,TRIM14 [cytosol],True,EntityWithAccessionedSequence,TRIM14
TRIM2,TRIM2 [cytosol],True,EntityWithAccessionedSequence,TRIM2
TRIM48,TRIM48 [cytosol],True,EntityWithAccessionedSequence,TRIM48
TRIM35,TRIM35 [cytosol],True,EntityWithAccessionedSequence,TRIM35
TRIM46,TRIM46 [cytosol],True,EntityWithAccessionedSequence,TRIM46
TRIM29,TRIM29 [cytosol],True,EntityWithAccessionedSequence,TRIM29
TRIM10,TRIM10 [cytosol],True,EntityWithAccessionedSequence,TRIM10
NCAM1,NCAM1 [plasma membrane],True,EntityWithAccessionedSequence,NCAM1
R-HSA-2213189,MHC class II alpha/beta dimer [plasma membrane],False,Complex,None
GBP1,GBP1 [cytosol],True,EntityWithAccessionedSequence,GBP1
GBP3,GBP3 [cytosol],True,EntityWithAccessionedSequence,GBP3
GBP7,GBP7 [cytosol],True,EntityWithAccessionedSequence,GBP7
GBP4,GBP4 [cytosol],True,EntityWithAccessionedSequence,GBP4
GBP5,GBP5 [cytosol],True,EntityWithAccessionedSequence,GBP5
GBP6,GBP6 [cytosol],True,EntityWithAccessionedSequence,GBP6
HLA-DRB5,HLA-DRB5 gene [nucleoplasm],True,EntityWithAccessionedSequence,HLA-DRB5
HLA-DPB1,HLA-DPB1 gene [nucleoplasm],True,EntityWithAccessionedSequence,HLA-DPB1
HLA-DQA2,HLA-DQA2 gene [nucleoplasm],True,EntityWithAccessionedSequence,HLA-DQA2
HLA-DRB4,HLA-DRB4 gene [nucleoplasm],True,EntityWithAccessionedSequence,HLA-DRB4
HLA-DQB1,HLA-DQB1 gene [nucleoplasm],True,EntityWithAccessionedSequence,HLA-DQB1
HLA-DRA,HLA-DRA gene [nucleoplasm],True,EntityWithAccessionedSequence,HLA-DRA
HLA-DRB1,HLA-DRB1 gene [nucleoplasm],True,EntityWithAccessionedSequence,HLA-DRB1
HLA-DRB3,HLA-DRB3 gene [nucleoplasm],True,EntityWithAccessionedSequence,HLA-DRB3
HLA-DQB2,HLA-DQB2 gene [nucleoplasm],True,EntityWithAccessionedSequence,HLA-DQB2
HLA-DPA1,HLA-DPA1 gene [nucleoplasm],True,EntityWithAccessionedSequence,HLA-DPA1
HLA-DQA1,HLA-DQA1 gene [nucleoplasm],True,EntityWithAccessionedSequence,HLA-DQA1
R-HSA-1031710,GAF bound to GAS promoter element [nucleoplasm],False,Complex,None
R-HSA-873824,p-STAT1 homodimer [nucleoplasm],False,Complex,None
R-HSA-877297,p-STAT1 dimer:PIAS:SUMO1 [nucleoplasm],False,Complex,None
PIAS1,PIAS1 [nucleoplasm],True,EntityWithAccessionedSequence,PIAS1
SUMO1,SUMO1 [nucleoplasm],True,EntityWithAccessionedSequence,SUMO1
R-HSA-9677578,CSF3 dimer:2xCSF3R:LYN:JAK1 [plasma membrane],False,Complex,None
R-HSA-9674580,CSF3 dimer:2xCSF3R:LYN:p-Y-JAK1 [plasma membrane],False,Complex,None
R-HSA-9677584,CSF3 dimer:CSF3R:LYN:JAK1 [plasma membrane],False,Complex,None
R-HSA-9674577,CSF3R:LYN:JAK1 [plasma membrane],False,Complex,None
R-HSA-9705437,"p-Y-STAT1,3,5 dimer:SOCS1 gene [nucleoplasm]",False,Complex,None
R-HSA-8985925,2xp-Y-STAT1 [nucleoplasm],False,Complex,None
R-HSA-9674551,"CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2:p-Y-STAT1,3,5 [plasma membrane]",False,Complex,None
R-HSA-9676067,CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-Y-SYK:p-HCK:p-TYK2 [plasma membrane],False,Complex,None
R-HSA-9674553,"CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2:STAT1,3,5 [plasma membrane]",False,Complex,None
R-HSA-9674572,CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1 [plasma membrane],False,Complex,None
RNF7,RNF7 (RBX2) [cytosol],True,EntityWithAccessionedSequence,RNF7
R-HSA-9705723,"SOCS1,3:p-4Y-CSF3R:CSF3 dimer:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2:CUL5:ELOB:ELOC:RNF7 [endocytic vesicle membrane]",False,Complex,None
R-HSA-9705731,"SOCS1,3:p-4Y-CSF3R:CSF3 dimer:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2 [endocytic vesicle membrane]",False,Complex,None
ELOC,ELOC [cytosol],True,EntityWithAccessionedSequence,ELOC
ELOB,ELOB [cytosol],True,EntityWithAccessionedSequence,ELOB
CUL5,CUL5 [cytosol],True,EntityWithAccessionedSequence,CUL5
R-HSA-9705439,"SOCS1,3:p-4Y-CSF3R:CSF3dimer:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2 [plasma membrane]",False,Complex,None
R-HSA-9705441,"p-Y-STAT1,3,5 dimer:SOCS3 gene [nucleoplasm]",False,Complex,None
R-HSA-9707902,"CSF3 dimer:2xK48polyUb-K655,p-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-Y-SYK:p-HCK:p-TYK2 [endocytic vesicle membrane]",False,Complex,None
R-HSA-9707927,"CSF3 dimer:2xK48polyUb-K655,p-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-Y-SYK:p-HCK:p-TYK2 [lysosomal membrane]",False,Complex,None
R-HSA-8953915,"Ub:UBE2D1,2,3 [cytosol]",False,Complex,None
R-HSA-9674826,"CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2:p-Y-SHC1:GRB2:p-Y643-GAB2:p-Y546,Y584-PTPN11 [plasma membrane]",False,Complex,None
KRAS,p-Y32-S-Farn-Me-PalmS KRAS [plasma membrane],True,EntityWithAccessionedSequence,KRAS
R-HSA-1169146,Growth Hormone: Activated Growth Hormone Receptor:p(Y1007)-JAK2 dimer:STAT1/STAT3 [plasma membrane],False,Complex,None
R-HSA-1168898,Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer [plasma membrane],False,Complex,None
R-HSA-1169243,Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer:SHP1 [plasma membrane],False,Complex,None
R-HSA-1168902,Growth Hormone:Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer:STAT5 [plasma membrane],False,Complex,None
R-HSA-1168921,Growth Hormone:Growth Hormone Receptor-JAK2 dimer:LYN [plasma membrane],False,Complex,None
R-HSA-1168901,Growth Hormone:Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer:p-STAT5 [plasma membrane],False,Complex,None
R-HSA-1362492,GHBP:GH [extracellular region],False,Complex,None
R-HSA-982799,Growth hormone oligomer [extracellular region],False,Polymer,None
R-HSA-1169221,Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-JAK2 dimer:SHP2 [plasma membrane],False,Complex,None
R-HSA-1169227,Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer:SHP2 [plasma membrane],False,Complex,None
PTPN1,PTPN1 [cytosol],True,EntityWithAccessionedSequence,PTPN1
R-HSA-1169186,Growth Hormone: Activated Growth Hormone Receptor:p(Y1007)-JAK2 dimer:p(Y701)-STAT1/p(Y705)-STAT3 [plasma membrane],False,Complex,None
R-HSA-1169239,Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-JAK2 dimer:SHP1 [plasma membrane],False,Complex,None
IRS2,p-Y-IRS2 [cytosol],True,EntityWithAccessionedSequence,IRS2
IRS1,p-Y-IRS1 [cytosol],True,EntityWithAccessionedSequence,IRS1
R-HSA-1169217,Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer:CIS/SOCS1-3 [plasma membrane],False,Complex,None
CISH,CISH [cytosol],True,EntityWithAccessionedSequence,CISH
R-HSA-1169233,"Growth Hormone:p(Y332,487,627)-Growth Hormone Receptor-p(Y1007)-JAK2 dimer:SHP2 [plasma membrane]",False,Complex,None
R-HSA-1169198,Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer:SOCS [plasma membrane],False,Complex,None
R-HSA-5668489,"TRAF2:cIAP1,2 [cytosol]",False,Complex,None
R-HSA-5668511,TRAF3:NIK [cytosol],False,Complex,None
R-HSA-5675967,TWEAK trimer [plasma membrane],False,Complex,None
R-HSA-5675968,sTWEAK trimer [extracellular region],False,Complex,None
TNFRSF12A,TNFRSF12A [plasma membrane],True,EntityWithAccessionedSequence,TNFRSF12A
TNFRSF13C,TNFRSF13C [plasma membrane],True,EntityWithAccessionedSequence,TNFRSF13C
R-HSA-5676548,sBAFF trimer [extracellular region],False,Complex,None
R-HSA-5668765,TNFSF14 trimer [plasma membrane],False,Complex,None
R-HSA-5668802,"LTBR:lymphotoxin,TNFSF14 trimer [plasma membrane]",False,Complex,None
R-HSA-5668760,LTA1B2 [plasma membrane],False,Complex,None
R-HSA-5668762,LTA2B1 [plasma membrane],False,Complex,None
LTBR,LTBR [plasma membrane],True,EntityWithAccessionedSequence,LTBR
